ch_ar_kill_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_PATCH_GET_N_KILLS_AR,CHALLENGE_LEVEL,1,daily_challenges,10,1000
ch_rival_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_DESC_RIVAL,CHALLENGE_BLANK,1,daily_challenges,5,1000
ch_launcher_kill_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_PATCH_GET_N_KILLS_LAUNCHER,CHALLENGE_LEVEL,1,daily_challenges,4,1000
ch_xrayvision_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_KILL_N_ENEMY_THROUGH,CHALLENGE_LEVEL,1,daily_challenges,1,1000
ch_uav_support_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_DESC_UAV_SUPPORT,CHALLENGE_LEVEL,1,daily_challenges,3,1000
ch_goodbye_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_FALL_30_FEET_OR_MORE,CHALLENGE_BLANK,1,daily_challenges,1,1000
ch_flyswatter_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_SHOOT_DOWN_AN_ENEMY_HELICOPTER,CHALLENGE_BLANK,1,daily_challenges,1,1000
ch_remote_uav_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_DESC_REMOTE_UAV,CHALLENGE_LEVEL,1,daily_challenges,2,1000
ch_escort_airdrop_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_DESC_ESCORT_AIRDROP,CHALLENGE_LEVEL,1,daily_challenges,1,1000
ch_vandalism_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_KILL_1_ENEMY_BY_DESTROYING,CHALLENGE_BLANK,1,daily_challenges,1,1000
ch_proneshot_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_KILL_N_ENEMIES_WHILE_PRONE,CHALLENGE_LEVEL,1,daily_challenges,3,1000
ch_hardline_pro_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_GET_N_KILLSTREAKS,CHALLENGE_LEVEL,1,daily_challenges,10,1000
ch_stealth_airstrike_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_DESC_STEALTH_AIRSTRIKE,CHALLENGE_LEVEL,1,daily_challenges,1,1000
ch_quickdraw_pro_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_GET_N_QUICK_ADS_KILLS,CHALLENGE_LEVEL,1,daily_challenges,10,1000
ch_counter_uav_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_DESC_COUNTER_UAV,CHALLENGE_LEVEL,1,daily_challenges,3,1000
ch_twoprimaries_pro_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_GET_N_KILLS_WITH_SECOND_PRIMARY,CHALLENGE_LEVEL,1,daily_challenges,10,1000
ch_airdrop_assault_daily,CHALLENGE_DAILY_CHALLENGE_N,CHALLENGE_DESC_AIRDROP,CHALLENGE_LEVEL,1,daily_challenges,2,1000
